SEQ_CID_10_CAPITULO,DSC_CAPITULO,COD_CID_10,DSC_CID_10
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F652,EXIBICIONISMO
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F653,VOYEURISMO
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F654,PEDOFILIA
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F655,SADOMASOQUISMO
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F656,TRANSTORNOS MULTIPLOS DA PREFERENCIA    SEXUAL
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F658,OUTROS TRANSTORNOS DA PREFERENCIA SEXUAL
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F659,"TRANSTORNO DA PREFERENCIA SEXUAL,NAO ESPECIFICADO"
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F66,TRANSTORNOS PSICOLOGICOS E COMPORTAMENTAIS ASSOCIADOS AO DESENVOLVIMENTO SEXUA
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F660,TRANSTORNO DA MATURACAO SEXUAL
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F661,ORIENTACAO SEXUAL EGODISTONICA
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F662,TRANSTORNO DO RELACIONAMENTO SEXUAL
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F668,OUTROS TRANSTORNOS DO DESENVOLVIMENTO PSICOSSEXUAL
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F669,TRANSTORNO DO DESENVOLVIMENTO SEXUAL NAO ESPECIFICADO
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F68,OUTROS TRANSTORNOS DA PERSONALIDADE E DO COMPORTAMENTO DO ADULTO
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F680,SINTOMAS FISICOS AUMENTADOS POR FATORES PSICOLOGICOS
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F681,PRODUCAO DELIBERADA OU SIMULACAO DE SINTOMAS OU DE INCAP FISICA OU PSICOLOGICA
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F688,OUTROS TRANSTORNOS ESPECIFICADOS DA PERSONALIDADE E DO COMPORTAMENTO
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F69,"TRANSTORNO DA PERSONALIDADE E DO COMPORTAMENTO DO ADULTO, NAO ESPECIFICADO"
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F70,RETARDO MENTAL LEVE
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F700,RETARDO MENTAL LEVE - MENCAO AUSENCIA DE OU COMPROMENTIMENTO MINIMO COMPORTAMENTO
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F701,RETARDO MENTAL LEVE - COMPR SIGNIF COMPORT REQ VIGILANCIA OU TRAT
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F708,RETARDO MENTAL LEVE - OUTROS COMPROMETIMENTOS DO COMPORT
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F709,RETARDO MENTAL LEVE - SEM  MENCAO DE COMPR DO COMPORTAMENTO
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F71,RETARDO MENTAL MODERADO
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F710,RETARDO MENTAL MODERADO - MENCAO AUSENCIA DE OU COMPR MINIMO COMPORTAMENTO
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F711,RETARDO MENTAL MODERADO - COMPR SIGNIF COMPORT REQ VIGILANCIA OU TRAT
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F718,RETARDO MENTAL MODERADO - OUTROS COMPROMETIMENTOS DO COMPORT
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F719,RETARDO MENTAL MODERADO - SEM MENCAO DE COMPR DO COMPORT
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F72,RETARDO MENTAL GRAVE -
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F720,RETARDO MENTAL GRAVE - MENCAO AUSENCIA DE OU COMPR MINIMO COMPORT
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F721,RETARDO MENTAL GRAVE - COMPR SIGNIF COMPORT REQ VIGILANCIA OU TRAT
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F728,RETARDO MENTAL GRAVE - OUTROS COMPROMETIMENTOS DO COMPORT
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F729,RETARDO MENTAL GRAVE - SEM MENCAO DE COMPR DO COMPORT
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F73,RETARDO MENTAL PROFUNDO
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F730,RETARDO MENTAL PROFUNDO - MENCAO AUSENCIA DE OU COMPR MINIMO COMPORT
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F731,RETARDO MENTAL PROFUNDO - COMPR SIGNIF COMPORT REQ VIGILANCIA OU TRAT
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F738,RETARDO MENTAL PROFUNDO - OUTROS COMPROMETIMENTOS DO COMPORT
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F739,RETARDO MENTAL PROFUNDO - SEM MENCAO DE COMPR DO COMPORT
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F78,OUTRO RETARDO MENTAL -
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F780,OUTRO RETARDO MENTAL - MENCAO AUSENCIA DE OU COMPR MINIMO COMPORT
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F781,OUTRO RETARDO MENTAL - COMPR SIGNIF COMPORT REQ VIGILANCIA OU TRAT
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F788,OUTRO RETARDO MENTAL - OUTROS COMPROMETIMENTOS DO COMPORT
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F789,OUTRO RETARDO MENTAL - SEM MENCAO DE COMPR DO COMPORT
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F79,RETARDO MENTAL NAO ESPECIFICADO
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F790,RETARDO MENTAL NAO ESPECIFICADO - MENCAO AUSENCIA DE OU COMPR MINIMO COMPORT
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F791,RETARDO MENTAL NAO ESPECIFICADO - COMPR SIGNIF COMPORT REQ VIGILANCIA OU TRAT
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F798,RETARDO MENTAL NAO ESPECIFICADO - OUTROS COMPROMETIMENTOS DO COMPORT
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F799,RETARDO MENTAL NAO ESPECIFICADO - SEM MENCAO DE COMPR DO COMPORT
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F80,TRANSTORNOS ESPECIFICOS DO DESENVOLVIMENTO DA FALA E DA LINGUAGEM
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F800,TRANSTORNO ESPECIFICO DA ARTICULACAO DA FALA
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F801,TRANSTORNO EXPRESSIVO DE LINGUAGEM
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F802,TRANSTORNO RECEPTIVO DA LINGUAGEM
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F803,AFASIA ADIQUIRIDA COM EPILEPSIA {SINDROME  DE LANDAU-KLEFFNER}
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F808,OUTROS TRANSTORNOS DE DESENVOLVIMENTO DA FALA OU DA LINGUAGEM
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F809,TRANSTORNO NAO ESPECIFICADO DO DESENVOLVIMENTO DA FALA OU DA LINGUAGEM
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F81,TRANSTORNOS ESPECIFICOS DO DESENVOLVIMENTO DAS HABILIDADES ESCOLARES
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F810,TRANSTORNO ESPECIFICO DE LEITURA
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F811,TRANSTORNO ESPECIFICO DA SOLETRACAO
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F812,TRANSTORNO ESPECIFICO DA HABILIDADE EM ARITMETICA
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F813,TRANSTORNO MISTO DE HABILIDADE ESCOLARES
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F818,OUTROS TRANSTORNOS DO DESENVOLVIMENTO   DAS HABILIDADES
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F819,TRANSTORNO NAO ESPECIFICADO DO DESENVOLV DAS HABILIDADES ESCOLARES
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F82,TRANSTORNO ESPECIFICO DO DESENVOLVIMENTO MOTOR
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F83,TRANSTORNOS ESPECIFICOS MISTO DO DESENVOLVIMENTO
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F84,TRANSTORNOS GLOBAIS DO DESENVOLVIMENTO
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F840,AUTISMO INFANTIL
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F841,AUTISMO ATIPICO
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F842,SINDROME DE RETT
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F843,OUTRO TRANSTORNO DESINTEGRATIVO DA INFANCIA
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F844,TRANSTORNO COM HIPERCINESIA ASSOCIADA A   RETARDO MENTAL E A MOVIM ESTEREOTIPADOS
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F845,SINDROME DE ASPERGER
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F848,OUTROS TRANSTORNOS GLOBAIS DO DESENVOLVIMENTO
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F849,TRANSTORNOS GLOBAIS NAO ESPECIFICADOS   DO DESENVOLVIMENTO
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F88,OUTROS TRANSTORNOS DO DESENVOLVIMENTO PSICOLOGICO
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F89,TRANSTORNO DO DESENVOLVIMENTO PSICOLOGICO NAO ESPECIFICADO
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F90,TRANSTORNOS HIPERCINETICOS
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F900,DISTURBIOS DA ATIVIDADE E DA ATENCAO
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F901,TRANSTORNO HIPERCINETICO DE CONDUTA
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F908,OUTROS TRANSTORNOS HIPERCINETICOS
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F909,"TRANSTORNO HIPERCINETICO,NAO ESPECIFICADO"
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F91,DISTURBIOS DE CONDUTA
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F910,DISTURBIO DE CONDUTA RESTRITO AO CONTEXTO FAMILIAR
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F911,DISTURBIO DE CONDUTA NAO SOCIALIZADO
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F912,DISTURBIO DE CONDUTA DO TIPO SOCIALIZADO
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F913,DISTURBIO DESAFIADOR E DE POSICAO
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F918,OUTROS TRANSTORNOS DE CONDUTA
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F919,TRANSTORNO NAO ESPECIFICADO DE CONDUTA
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F92,TRANSTORNOS MISTOS DE CONDUTA E DAS EMOCOES
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F920,DISTURBIO DEPRESSIVO DE CONDUTA
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F928,OUTROS TRANSTORNOS MISTOS DA CONDUTA E  DAS EMOCOES
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F929,"TRANSTORNO MISTO DA CONDUTA E DAS EMOCOES, NAO ESPECIFICADO"
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F93,TRANSTORNOS EMOCIONAIS COM INICIO ESPECIFICAMENTE NA INFANCIA
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F930,TRANSTORNO LIGADO A ANGUSTIA DE SEPARACAO
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F931,TRANSTORNO FOBICO ANSIOSO DA INFANCIA
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F932,DISTURBIO DE ANSIEDADE SOCIAL DA INFANCIA
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F933,TRANSTORNO DE RIVALIDADE ENTRE IRMAOS
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F938,OUTROS TRANSTORNOS EMOCIONAIS DA INFANCIA
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F939,"TRANSTORNO EMOCIONAL DA INFANCIA, NAO   ESPECIFICADO"
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F94,TRANSTORNOS DO FUNCIONAMENTO SOCIAL COM INICIO ESPECIFICAMENTE DURANTE A INFAN
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F940,MUTISMO ELETIVO
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F941,DISTURBIO REATIVO DE VINCULACAO DA INFANCIA
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F942,"TRANSTORNO DE FIXACAO DA INFANCIA , COM DESINIBICAO"
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F948,OUTROS TRANSTORNOS FUNCIONAMENTO SOCIAL  NA INFANCIA
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F949,"TRANSTORNO DO FUNCIONAMENTO SOCIAL NA   INFANCIA, NAO ESPECIFICADO"
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F95,TIQUES
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F950,TIQUE TRANSITORIO
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F951,TIQUE MOTOR OU VOCAL CRONICO
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F952,TIQUES VOCAIS E MOTORES MULTIPLOS COMBINADAS DOENCA DE {GILLES LA TOURETT}
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F958,OUTROS TIQUES
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F959,"TIQUE, NAO ESPECIFICADO"
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F98,OUTROS TRANSTORNOS COMPORTAMENTAIS E EMOCIONAIS COM INICIO HABITUALMENTE DURAN
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F980,ENURESE DE ORIGEM NAO-ORGANICA
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F981,ENCOPRESE DE ORIGEM NAO-ORGANICA
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F982,TRANSTORNO DE ALIMENTACAO NA INFANCIA
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F983,PICA DO LACTENTE OU DA CRIANCA
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F984,ESTEREOTIPIAS MOTORAS
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F985,GAGUEIRA {TARTAMUDEZ}
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F986,LINGUAGEM PRECIPITADA
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F988,OUTROS TRANSTORNOS COMPORTAMENTAIS E EMOC ESPECIF COM INICIO HABITUALMENTE INFANCIA OU ADOLESCENCIA
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F989,TRANSTORNOS COMPORT E EMOCIONAIS NAO ESPECIF COM INICIO HABIT NA INFANCIA OU ADOSLENCIA
5,TRANSTORNOS MENTAIS E COMPORTAMENTAIS (F00-F99),F99,TRANSTORNO MENTAL NAO ESPECIFICADO EM OUTRA PARTE
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G00,MENINGITE BACTERIANA NAO CLASSIFICADA EM OUTRA PARTE
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G000,MENINGITE POR HAEMOPHILUS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G001,MENINGITE PNEUMOCOCICA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G002,MENINGITE ESTREPTOCOCICA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G003,MENINGITE ESTAFILOCOCICA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G008,OUTRAS MENINGITES BACTERIANAS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G009,"MENINGITE BACTERIANA, NAO ESPECIFICADA"
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G01,MENINGITE EM DOENCAS BACTERIANAS CLASSIFICADAS EM OUTRA PARTE
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G02,MENINGITE EM OUTRAS DOENCAS INFECCIOSAS E PARASITARIAS CLASSIFICADAS EM OUTRA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G020,MENINGITE EM DOENCAS VIRAIS CLASSIFICADA EM OUTRA PARTE
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G021,MENINGITE EM MICOSES
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G028,MENINGITE EM OUTRAS DOENCAS INFECCIOSAS E PARASITARIAS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G03,MENINGITE DEVIDA A OUTRAS CAUSAS E A CAUSAS NAO ESPECIFICADAS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G030,MENINGITE NAO-PIOGENICA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G031,MENINGITE CRONICA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G032,MENINGITE RECORRENTE BENIGNA {MOLLARET}
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G038,MENINGITE DEVIDA A OUTRAS CAUSAS ESPECIFICADAS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G039,MENINGITE NAO ESPECIFICADA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G04,"ENCEFALITE, MIELITE E ENCEFALOMIELITE"
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G040,ENCEFALITE AGUDA DISSEMINADA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G041,PARAPLEGIA ESPASTICA TROPICAL
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G042,MENINGOENCEFALITE E MENINGOMIELITE BACTERIANAS NAO CLASSIFICADAS EM OUTRA PARTE
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G048,"OUTRAS ENCEFALITES,MIELITES E ENCEFALO- MIELITES"
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G049,"ENCEFALITE,MIELITE E ENCEFALOMIELITE NAOESPECIFICADA"
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G05,"ENCEFALITE, MIELITE E ENCEFALOMIELITE EM DOENCAS CLASSIFICADAS EM OUTRA PARTE"
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G050,"ENCEFALITE,MIELITE E ENCEFALOMIELITE EM DOENCAS BACTERIANAS CLASS EM OUTRA PARTE"
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G051,"ENCEFALITE,MIELITE E ENCEFALOMIELITE EM DOENCAS VIRAIS CLASSIF EM OUTRA PARTE"
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G052,"ENCEFALITE,MIELITE E ENCEFALOMIELITE EM OUTRAS DOENCAS INFEC E PARAS CLASSIFICAD"
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G058,"ENCEFALITE,MIELITE E ENCEFALOMIELITE EM OUTRAS DOENCAS CLASSIF EM OUTRA PARTE"
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G06,ABSCESSO E GRANULOMA INTRACRANIANOS E INTRA-RAQUIDIANOS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G060,ABSCESSO E GRANULOMA INTRACRANIANOS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G061,ABSCESSO E GRANULOMA INTRA-RAQUIDIANOS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G062,"ABSCESSO EXTRADURAL E SUBDURAL,NAO ESPECFICADOS"
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G07,ABSCESSO E GRANULOMA INTRACRANIANOS E INTRASPINAIS EM DOENCAS CLASSIFICADAS EM
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G08,FLEBITE E TROMBOFLEBITE INTRACRANIANAS E INTRA-RAQUIDIANAS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G09,SEQUELAS DE DOENCAS INFLAMATORIAS DO SISTEMA NERVOSO CENTRAL
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G10,DOENCA DE HUNTINGTON
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G11,ATAXIA HEREDITARIA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G110,ATAXIA CONGENITA NAO-PROGRESSIVA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G111,ATAXIA CEREBELAR DE INICIO PRECOCE
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G112,ATAXIA CEREBELAR DE INICIO TARDIO
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G113,ATAXIA CEREBELAR COM DEFICT NA REPARACAODO DNA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G114,PARAPLEGIA ESPASTICA HEREDITARIA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G118,OUTRAS ATAXIAS HEREDITARIAS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G119,ATAXIA HEREDITARIA NAO ESPECIFICADA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G12,ATROFIA MUSCULAR ESPINAL E SINDROMES CORRELATAS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G120,ATROFIA MUSCULAR ESPINAL INFANTIL TIPO  {WERDNIG-HOFFMAN}
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G121,OUTRAS ATROFIAS MUSCULARES ESPINAIS HEREDITARIAS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G122,DOENCA DO NEURONIO MOTOR
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G128,OUTRAS ATROFIAS MUSCULARES ESPINAIS E   SINDROMES MUSCULARES CORRELATAS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G129,"ATROFIA MUSCULAR ESPINAL,NAO ESPECIFICADA"
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G13,ATROFIAS SISTEMICAS QUE AFETAM PRINCIPALMENTE O SISTEMA NERVOSO CENTRAL EM DOE
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G130,NEUROMIOPATIA E NEUROPATIA PARANEOPLASICAS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G131,OUTRA ATROFIA SISTEMICA AFETA PRIMIARI  SIST NERVOSO CENTRAL DOENCAS NEOPLASICAS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G132,"ATROFIA SISTEMICA AFETA PRIMIAR SISTEMA NERVOSO CENTRAL MIXEDEMA (E00 1+,E03 -+)"
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G138,ATROFIA SISTEMICA QUE AFETA PRIMIR O SISTEMA NERVOSO CENTRAL EM OUTRAS DOENCAS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G20,DOENCA DE PARKINSON
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G200,DOENCA DE PARKINSON JUVENIL (<21 ANOS)
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G201,DOENCA DE PARKINSON INICIO PRECOCE (<40 ANOS)
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G202,DOENCA DE PARKINSON INICIO APOS OS 40 ANOS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G21,PARKINSONISMO SECUNDARIO
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G210,SINDROME MALIGNA DOS NEUROLEPTICOS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G211,OUTRAS FORMAS DE PARKINSONISMO SECUND   INDUZIDO POR DROGAS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G212,PARKINSONISMO SECUNDARIO DEVIDO OUTROS  AGENTES EXTERNOS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G213,PARKINSONISMO POS-ENCEFALITICO
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G218,OUTRAS FORMAS DE PARKINSONISMO SECUNDARIO
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G219,PARKINSONISMO SECUNDARIO NAO ESPECIFICADO
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G22,PARKINSONISMO EM DOENCAS CLASSIFICADAS EM OUTRA PARTE
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G220,PARKINSONISMO EM DOENCAS DEGENERATIVAS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G221,PARKINSONISMO EM DOENCAS INFECCIOSAS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G222,PARKINSONISMO EM OUTRAS DOENCAS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G23,OUTRAS DOENCAS DEGENERATIVAS DOS GANGLIOS DA BASE
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G230,DOENCA DE HALLERVORDEN-SPATZ
